XM,SXZY,HDHD,CSD
1445,259,454,867
1446,259,467,1536
1447,259,1354,495
1448,259,1611,2394
1449,259,1697,579
1450,259,2296,2261
1451,259,2441,2196
1452,260,43,2324
1453,260,1813,2035
1454,261,393,265
1455,261,445,3243
1456,261,1085,2545
1457,261,1537,3400
1458,262,1584,349
1459,262,2222,3056
1460,262,2297,466
1461,263,1014,3543
1462,263,1696,942
1463,264,680,1930
1464,264,692,1206
1465,264,1497,3052
1466,265,568,1987
1467,265,992,1985
1468,265,1081,1861
1469,265,2016,1
1470,266,27,3142
1471,266,162,1160
1472,266,266,1760
1473,266,1733,2736
1474,266,1843,1090
1475,266,1897,2873
1476,266,1906,1035
1477,266,2541,1871
1478,266,2583,3543
1479,267,1102,271
1480,267,1375,3109
1481,267,1855,3236
1482,267,1882,2800
1483,267,2583,3691
1484,268,906,2279
1485,269,1022,1221
1486,269,2370,3438
1487,269,2599,3277
1488,270,351,175
1489,270,2519,1960
1490,271,401,1498
1491,271,1528,3020
1492,271,1550,499
1493,271,2175,1464
1494,272,229,46
1495,272,806,203
1496,273,696,843
1497,273,801,2296
1498,274,58,2955
1499,274,293,714
1500,274,567,272
1501,274,643,749
1502,274,1048,413
1503,274,2003,1483
1504,274,2228,2651
1505,275,115,2947
1506,275,914,2134
1507,275,2062,1784
1508,275,2265,2738
1509,276,554,3543
1510,276,1258,2234
1511,276,1716,612
1512,277,5,2402
1513,277,86,1136
1514,277,128,700
1515,277,208,2418
1516,277,366,2573
1517,277,367,1556
1518,277,409,171
1519,277,434,989
1520,277,625,64
1521,277,625,1252
1522,277,663,1771
1523,277,665,2423
1524,277,744,3166
1525,277,806,165
1526,277,806,790
1527,277,806,832
1528,277,806,987
1529,277,806,1006
1530,277,806,1014
1531,277,806,1194
1532,277,806,1587
1533,277,806,3156
1534,277,806,3156
1535,277,806,3156
1536,277,806,3159
1537,277,806,3159
1538,277,812,957
1539,277,821,3525
1540,277,822,189
1541,277,828,3386
1542,277,837,711
1543,277,861,3043
1544,277,889,3327
1545,277,1010,1811
1546,277,1018,3672
1547,277,1074,483
1548,277,1075,2322
1549,277,1109,39
1550,277,1131,2006
1551,277,1134,2308
1552,277,1384,2760
1553,277,1420,1670
1554,277,1523,870
1555,277,1607,2700
1556,277,1608,2917
1557,277,1610,2051
1558,277,1610,2708
1559,277,1610,2881
1560,277,1742,546
1561,277,1808,3342
1562,277,1856,2562
1563,277,1867,2545
1564,277,1984,2573
1565,277,1995,1293
1566,277,2013,3329
1567,277,2038,378
1568,277,2071,2141
1569,277,2072,2064
1570,277,2072,2149
1571,277,2102,2340
1572,277,2147,192
1573,277,2186,3646
1574,277,2221,2375
1575,277,2221,3560
1576,277,2395,230
1577,277,2417,2288
1578,277,2422,731
1579,277,2422,1058
1580,277,2422,1229
1581,277,2422,2866
1582,278,806,1203
1583,278,822,3137
1584,279,1282,888
1585,279,1372,2912
1586,279,1848,3709
1587,279,1897,1174
1588,279,1918,3063
1589,280,1039,1781
1590,280,2241,753
1591,280,2422,1987
1592,281,1109,1958
1593,281,1473,2219
1594,281,1543,510
1595,281,1633,2644
1596,282,1109,1247
1597,282,1109,1277
1598,282,1661,3368
1599,282,2259,2575
1600,283,802,1160
1601,283,2072,1160
1602,283,2256,3168
1603,283,2576,800
1604,284,184,2592
1605,284,811,1607
1606,284,1387,3175
1607,284,1996,3096
1608,284,2427,655
1609,285,2381,2135
1610,285,2422,3043
1611,285,2563,1351
1612,286,554,3156
1613,286,589,3358
1614,286,603,205
1615,286,652,1166
1616,286,709,206
1617,286,801,2291
1618,286,801,2291
1619,286,801,3156
1620,286,801,3159
1621,286,801,3523
1622,286,806,661
1623,286,806,727
1624,286,806,1035
1625,286,806,1993
1626,286,806,2536
1627,286,806,3156
1628,286,806,3159
1629,286,806,3159
1630,286,806,3523
1631,286,806,1912
1632,286,822,2291
1633,286,822,2536
1634,286,826,995
1635,286,848,3156
1636,286,849,1035
1637,286,942,1433
1638,286,943,1264
1639,286,1144,2449
1640,286,1257,3474
1641,286,1767,821
1642,286,1808,635
1643,286,1897,1972
1644,286,1897,2914
1645,286,1897,3159
1646,286,1897,3159
1647,286,2138,1194
1648,286,2242,983
1649,286,2310,1139
1650,286,2422,876
1651,286,2423,2972
1652,287,24,1692
1653,287,303,1251
1654,287,540,3185
1655,287,903,1489
1656,287,1622,830
1657,287,2220,280
1658,287,2594,521
1659,288,1365,3691
1660,288,2336,3304
1661,289,75,2260
1662,289,127,3641
1663,289,209,624
1664,289,1075,167
1665,289,1929,1756
1666,289,2270,2147
1667,290,60,895
1668,290,102,1642
1669,290,500,2191
1670,290,723,1999
1671,290,723,2107
1672,290,806,973
1673,290,940,1337
1674,290,943,1304
1675,290,943,3451
1676,290,1021,2654
1677,290,1045,35
1678,290,1126,3618
1679,290,1420,2459
1680,290,1657,1733
1681,290,1808,3281
1682,290,1900,1067
1683,290,2421,331
1684,290,2422,1256
1685,291,554,1643
1686,291,2104,901
1687,292,1076,480
1688,292,1604,2494
1689,292,2022,732
1690,293,32,2494
1691,293,195,3023
1692,293,1875,453
1693,293,1897,1718
1694,293,2024,1370
1695,293,2525,1345
1696,294,1346,2155
1697,294,1487,3266
1698,294,1801,1851
1699,294,2207,2681
1700,294,2594,102
1701,295,1359,1454
1702,295,1385,2694
1703,295,1685,1146
1704,295,2304,980
1705,296,165,748
1706,296,1218,1288
1707,296,1605,629
1708,296,1813,3310
1709,297,837,3525
1710,297,2144,2519
1711,298,1023,2655
1712,299,133,3116
1713,299,962,2473
1714,299,2221,1771
1715,300,1824,2924
1716,300,1884,49
1717,300,1946,3168
1718,300,2194,2330
1719,300,2422,2460
1720,300,2437,3286
1721,301,76,2120
1722,301,1298,343
1723,301,1598,3488
1724,301,2241,242
1725,302,548,3174
1726,302,1132,2027
1727,302,1681,723
1728,302,1827,1703
1729,302,2362,439
1730,303,138,1098
1731,303,2254,138
1732,304,655,2873
1733,304,1894,494
1734,304,1922,1636
1735,305,648,266
1736,305,1028,269
1737,305,2375,335
1738,305,2475,2046
1739,306,1257,358
1740,306,2402,3229
1741,307,241,2865
1742,307,264,3166
1743,307,572,404
1744,307,605,132
1745,307,636,2333
1746,308,603,371
1747,308,1215,2107
1748,308,1439,369
1749,308,2000,2023
1750,309,71,1234
1751,309,397,2874
1752,309,805,2741
1753,309,1082,3684
1754,309,1154,517
1755,309,2362,2135
1756,310,727,537
1757,310,2096,2058
1758,310,2430,1659
1759,311,1429,2957
1760,311,2115,2879
1761,311,2197,1158
1762,311,2601,1058
1763,312,95,758
1764,312,553,1665
1765,312,774,2953
1766,313,97,1080
1767,313,183,2869
1768,313,898,1035
1769,313,2221,317
1770,314,532,2711
1771,314,1718,1672
1772,314,2395,3483
1773,315,909,2301
1774,315,1843,995
1775,316,169,553
1776,316,327,3192
1777,316,684,1286
1778,316,1713,1472
1779,316,1771,1062
1780,317,46,3339
1781,317,1174,143
1782,317,1718,2167
1783,317,2147,2867
1784,317,2583,1415
1785,318,36,1878
1786,318,466,2554
1787,318,1219,988
1788,318,2067,2517
1789,319,145,827
1790,319,590,2366
1791,319,686,1644
1792,319,1161,1870
1793,319,2025,3287
1794,320,176,2679
1795,320,956,463
1796,320,1172,3401
1797,320,1895,873
1798,320,2179,3412
1799,321,121,507
1800,321,1727,2396
1801,322,313,171
1802,322,1088,787
1803,322,1617,1031
1804,323,1393,3433
1805,323,2251,2540
1806,324,431,2842
1807,324,1576,2798
1808,324,2221,894
1809,325,142,939
1810,325,898,2019
1811,325,1179,919
1812,325,1807,3397
1813,325,1843,2430
1814,325,2077,3528
1815,326,1292,2015
1816,326,2313,3143
1817,327,253,1556
1818,327,292,2365
1819,327,395,3139
1820,327,2178,3637
1821,327,2248,2195
1822,327,2306,3176
1823,328,119,3463
1824,328,616,270
1825,328,2180,1967
1826,329,616,325
1827,329,806,632
1828,329,980,3652
1829,329,1296,2403
1830,329,1958,798
1831,329,2256,1273
1832,329,2577,2499
1833,330,62,3176
1834,330,1218,3378
1835,330,1815,570
1836,330,1858,1956
1837,330,1904,3372
1838,330,1908,1098
1839,330,1994,2432
1840,331,400,2695
1841,331,1423,2116
1842,331,1602,2783
1843,331,1690,2844
1844,331,1755,1679
1845,331,1989,97
1846,332,30,3656
1847,332,156,3181
1848,332,2172,1070
1849,333,59,2755
1850,333,381,1058
1851,333,736,125
1852,333,853,19
1853,333,867,963
1854,333,1235,2793
1855,333,1602,2107
1856,333,1908,3159
1857,333,2398,558
1858,334,360,1445
1859,334,709,1081
1860,334,1098,1977
1861,334,1357,1643
1862,335,614,2438
1863,335,732,14
1864,335,1453,433
1865,335,1720,3590
1866,335,1729,2144
1867,335,1979,1769
1868,335,2402,609
1869,336,658,2072
1870,336,879,2924
1871,337,134,872
1872,337,294,2644
1873,337,323,838
1874,337,323,3200
1875,337,1363,3179
1876,337,1365,3528
1877,337,1368,2149
1878,337,1386,3378
1879,337,1387,184
1880,337,1387,2039
1881,337,1387,3378
1882,337,1391,2509
1883,337,1392,1192
1884,337,1398,2441
1885,337,1547,607
1886,337,1549,2298
1887,337,1898,1581
1888,337,1926,2234
1889,337,2060,2321
1890,337,2074,1
1891,337,2306,171
1892,338,242,323
1893,338,2046,3619
1894,338,2353,1143
1895,339,949,3163
1896,339,1387,600
1897,339,1392,1742
1898,339,1392,2525
1899,339,2055,2958
1900,339,2586,2187
1901,339,2606,1988
1902,340,1288,1534
1903,340,2344,2013
1904,340,2473,1035
1905,341,313,3428
1906,341,323,525
1907,341,336,107
1908,341,1365,3051
1909,341,1392,1119
1910,341,2158,2336
1911,341,2221,721
1912,341,2221,514
1913,341,2243,3143
1914,341,2306,3147
1915,341,2335,2062
1916,341,2420,2306
1917,342,323,2106
1918,342,1495,1075
1919,342,2091,539
1920,343,1387,3156
1921,343,1485,2816
1922,343,1753,3700
1923,344,313,492
1924,344,323,426
1925,344,1456,109
1926,344,2137,678
1927,344,2422,1214
1928,345,1499,884
1929,345,1501,3198
1930,346,299,3010
1931,346,1387,339
1932,346,1703,1140
1933,346,2228,1869
1934,346,2269,3577
1935,346,2428,197
1936,346,2477,312
1937,347,843,3021
1938,347,1398,1234
1939,347,1744,31
1940,348,416,738
1941,348,770,1443
1942,348,1663,2
1943,348,1742,1382
1944,349,1264,3087
1945,349,1340,1158
1946,350,235,1989
1947,350,425,3651
1948,350,489,160
1949,350,557,418
1950,350,837,3086
1951,350,1565,269
1952,350,1847,168
1953,351,1918,580
1954,351,1949,2370
1955,351,1965,2301
1956,351,2147,207
1957,351,2311,1851
1958,352,51,2114
1959,352,616,1855
1960,352,1657,1797
1961,352,1896,845
1962,352,2433,3002
1963,353,880,1175
1964,353,1133,3184
1965,353,2371,2683
1966,354,996,655
1967,354,1028,3722
1968,354,1064,3143
1969,354,1727,217
1970,354,2192,424
1971,354,2292,544
1972,355,289,832
1973,355,980,499
1974,355,1787,487
1975,355,1808,2459
1976,356,255,1348
1977,356,1687,3143
1978,357,399,1016
1979,357,475,1637
1980,357,785,965
1981,357,801,206
1982,357,879,2198
1983,357,886,2535
1984,357,1100,2839
1985,357,2104,2623
1986,358,28,949
1987,358,145,617
1988,358,463,2506
1989,358,665,285
1990,358,754,822
1991,358,801,2535
1992,358,1282,2384
1993,358,1385,2143
1994,358,1448,3156
1995,358,1544,2389
1996,358,1571,3156
1997,358,1679,2608
1998,358,1727,192
1999,358,2133,478
2000,358,2134,464
2001,359,473,1234
2002,359,525,602
2003,359,1386,2561
2004,359,1780,73
2005,359,2471,2130
2006,360,1241,632
2007,360,2133,2244
2008,361,498,1783
2009,361,1394,194
2010,361,1476,709
2011,361,2053,2207
2012,362,114,720
2013,362,209,3018
2014,362,1013,424
2015,362,1568,505
2016,362,1805,2358
2017,362,2477,2739
2018,363,785,758
2019,363,1432,2893
2020,363,2277,2120
2021,363,2479,10
2022,364,1576,10
2023,364,2203,181
2024,365,522,2025
2025,365,752,596
2026,366,484,3040
2027,366,748,1848
2028,366,759,584
2029,366,1271,2437
2030,366,1778,1426
2031,367,782,3149
2032,367,1990,1694
2033,367,2335,79
2034,368,343,3372
2035,368,538,1965
2036,369,93,1654
2037,369,100,1917
2038,369,155,2373
2039,369,245,2393
2040,369,448,2534
2041,369,616,2444
2042,369,623,1545
2043,369,692,2724
2044,369,770,244
2045,369,881,567
2046,369,1028,3129
2047,369,1365,2573
2048,369,1687,3143
2049,369,1745,1816
2050,369,1825,3454
2051,369,1908,1483
2052,369,1908,3655
2053,369,1978,2765
2054,369,2049,3352
2055,369,2058,1820
2056,369,2170,1482
2057,369,2173,1123
2058,369,2294,3058
2059,369,2423,3506
2060,369,2523,1277
2061,369,2547,1731
2062,369,2594,1436
2063,369,2595,2776
2064,370,1577,3353
2065,370,1771,2599
2066,370,1882,1693
2067,370,2291,2583
2068,370,2364,1937
2069,371,1376,2541
2070,371,1868,3091
2071,371,2146,2494
2072,372,437,1365
2073,372,2049,1126
2074,373,6,1852
2075,373,343,3156
2076,373,694,708
2077,373,695,386
2078,373,764,1133
2079,373,770,864
2080,373,770,3156
2081,373,770,3159
2082,373,1108,893
2083,373,1228,2932
2084,373,1905,2803
2085,373,1954,882
2086,373,1955,570
2087,373,1956,560
2088,373,1956,3159
2089,373,2147,1184
2090,373,2434,3258
2091,373,2518,3159
2092,374,96,3113
2093,374,168,883
2094,374,214,145
2095,374,478,1259
2096,374,1929,165
2097,375,1410,1967
2098,375,1687,2573
2099,375,1890,1123
2100,376,1103,3230
2101,376,1282,3291
2102,376,1733,2437
2103,377,1,887
2104,377,30,811
2105,377,308,171
2106,377,313,1138
2107,377,770,192
2108,377,770,3156
2109,377,820,113
2110,377,1066,1059
2111,377,1130,620
2112,377,1687,2616
2113,377,1883,674
2114,377,1897,790
2115,377,1955,3156
2116,377,1956,560
2117,377,1956,702
2118,377,2344,2769
2119,377,2390,3159
2120,377,2482,717
2121,378,583,3413
2122,378,865,2649
2123,378,2590,3683
2124,379,404,2700
2125,379,1014,3714
2126,379,1341,410
2127,379,2006,3177
2128,379,2163,2608
2129,379,2290,758
2130,380,616,544
2131,380,785,596
2132,380,949,3200
2133,380,1178,633
2134,380,1829,2728
2135,380,2090,1553
2136,381,35,2873
2137,381,476,3475
2138,381,567,171
2139,381,567,2627
2140,381,567,3515
2141,381,688,1979
2142,381,692,1979
2143,381,1071,482
2144,381,1085,2180
2145,381,1184,2107
2146,381,1484,2437
2147,381,1733,3417
2148,381,1882,1016
2149,381,1882,3143
2150,381,1882,3438
2151,381,1900,92
2152,381,1955,3112
2153,381,2147,1035
2154,381,2147,1435
2155,381,2147,2052
2156,381,2147,2701
2157,381,2229,3378
2158,382,149,1126
2159,382,444,1725
2160,382,932,3129
2161,382,1223,108
2162,382,1526,687
2163,382,2147,1816
2164,382,2325,951
2165,382,2396,2707
2166,383,455,2361
2167,383,502,412
2168,383,692,1556
2169,383,791,3358
2170,383,912,2295
2171,383,915,1132
2172,383,1278,871
2173,383,1304,1778
2174,383,1361,29
2175,383,1643,369
2176,383,1953,2005
2177,383,1978,700
2178,384,2167,3311
2179,384,2437,2344
2180,385,115,431
2181,385,496,102
2182,385,771,588
2183,385,1144,136
2184,385,1149,3185
2185,386,749,721
2186,386,2588,1330
2187,387,323,3518
2188,387,408,1053
2189,387,644,565
2190,387,1506,3602
2191,388,178,3580
2192,388,437,1981
2193,388,595,265
2194,388,808,431
2195,388,817,1600
2196,388,844,2345
2197,388,1202,2495
2198,388,1477,642
2199,388,2465,2698
2200,389,2259,1752
2201,390,2135,3109
2202,390,2259,457
2203,391,672,3537
2204,391,839,96
2205,391,1825,2284
2206,392,722,1606
2207,392,1571,2362
2208,392,2007,3612
2209,393,1843,2288
2210,393,2235,2181
2211,394,647,1193
2212,394,959,989
2213,394,1359,1728
2214,394,1518,3279
2215,394,2115,2664
2216,395,927,1312
2217,395,1052,2655
2218,395,1079,517
2219,396,651,1897
2220,396,660,1365
2221,396,1432,3203
2222,396,2167,2208
2223,397,293,3174
2224,397,875,1198
2225,397,1638,2746
2226,397,1639,2701
2227,397,1683,596
2228,398,925,1166
2229,398,984,1030
2230,398,1233,236
2231,398,1277,2481
2232,398,1341,2990
2233,398,1814,1201
2234,398,2006,648
2235,398,2385,113
2236,399,67,680
2237,399,298,1753
2238,399,378,2388
2239,399,378,2702
2240,399,555,2573
2241,399,632,406
2242,399,874,1198
2243,399,876,3159
2244,399,877,870
2245,399,919,883
2246,399,926,1314
2247,399,927,489
2248,399,1096,1256
2249,399,1131,3691
2250,399,1265,1755
2251,399,1335,3348
2252,399,1527,3254
2253,399,1538,1100
2254,399,1722,3379
2255,399,1758,712
2256,399,2151,2027
2257,399,2194,3057
2258,399,2221,838
2259,399,2504,219
2260,400,126,1325
2261,400,780,34
2262,400,2368,3307
2263,401,234,757
2264,401,1559,3206
2265,401,2331,2573
2266,402,636,3526
2267,402,2321,3549
2268,402,2359,3022
2269,403,899,2135
2270,403,1368,528
2271,404,267,894
2272,404,1035,1035
2273,404,1396,3144
2274,404,1491,43
2275,404,1852,256
2276,404,1946,923
2277,404,1959,2459
2278,404,2046,470
2279,404,2318,3090
2280,405,673,2395
2281,405,2132,469
2282,405,2219,2212
2283,406,913,2240
2284,406,1368,625
2285,406,1720,2166
2286,406,1882,3650
2287,406,2035,3416
2288,406,2259,3588
2289,406,2306,3214
2290,406,2306,3459
2291,406,2315,1483
2292,406,2332,3196
2293,406,2375,2672
2294,406,2377,39
2295,406,2400,2290
2296,406,2460,879
2297,407,1523,1244
2298,407,2259,1302
2299,408,513,2422
2300,408,1649,3691
2301,408,2399,2111
2302,409,2113,2061
2303,410,201,604
2304,410,272,3297
2305,410,1135,2424
2306,410,1602,2264
2307,410,1625,2006
2308,410,2128,3673
2309,410,2260,939
2310,410,2421,545
2311,411,1563,645
2312,411,1576,2265
2313,411,2128,2967
2314,412,439,3268
2315,412,1177,741
2316,412,1343,757
2317,412,1474,1251
2318,412,1906,2782
2319,413,193,1008
2320,413,1109,1979
2321,413,1109,2353
2322,413,1807,3027
2323,413,1890,1421
2324,413,1931,3425
2325,413,2147,2042
2326,413,2259,2700
2327,413,2260,1729
2328,413,2400,560
2329,413,2400,560
2330,413,2401,1178
2331,414,1053,2152
2332,414,1109,1645
2333,414,2472,2695
2334,415,313,2529
2335,415,323,2657
2336,415,1534,3404
2337,415,2129,1155
2338,415,2149,3442
2339,415,2251,1556
2340,415,2251,3424
2341,415,2303,3023
2342,415,2319,3311
2343,415,2418,3176
2344,415,2495,2814
2345,415,2557,1487
2346,416,110,309
2347,416,204,2467
2348,416,780,2926
2349,416,1170,3418
2350,416,2260,2202
2351,416,2575,3230
2352,417,759,2903
2353,417,2260,1136
2354,417,2506,1442
2355,417,2558,570
2356,418,785,3156
2357,418,1463,1608
2358,418,1702,1462
2359,418,1821,2675
2360,418,1876,3191
2361,418,2571,485
2362,419,189,867
2363,419,2450,2978
2364,420,173,3291
2365,420,313,2329
2366,420,419,2062
2367,420,2158,312
2368,421,412,1591
2369,421,1368,2153
2370,422,313,230
2371,422,1064,1369
2372,422,1815,2526
2373,422,2306,2890
2374,422,2563,1556
2375,423,13,1015
2376,423,666,599
2377,423,1368,2067
2378,423,2396,3020
2379,424,256,1234
2380,424,288,174
2381,424,1720,2288
2382,424,1728,2572
2383,424,2225,1267
2384,425,1288,3291
2385,425,1908,3329
2386,425,1959,1819
2387,426,538,1091
2388,426,1620,726
2389,427,298,411
2390,427,789,2267
2391,427,790,3159
2392,427,923,1878
2393,427,1099,83
2394,427,1292,2027
2395,427,1393,2245
2396,427,1604,2755
2397,427,1641,2734
2398,427,1666,2565
2399,427,2576,1074
2400,428,355,171
2401,428,1409,1060
2402,428,2009,3637
2403,429,616,1066
2404,429,1324,39
2405,429,1788,3147
2406,430,1882,1558
2407,431,1512,1520
2408,431,1525,2238
2409,431,1882,3225
2410,431,1889,1725
2411,432,89,2459
2412,432,516,3578
2413,432,1282,702
2414,433,713,2982
2415,433,932,1303
2416,433,1368,2736
2417,433,2229,2016
2418,434,615,3355
2419,434,866,208
2420,434,884,1234
2421,434,1300,1387
2422,434,1433,705
2423,434,1449,1733
2424,434,1636,1845
2425,434,1670,497
2426,434,2143,3220
2427,435,313,1771
2428,435,407,2974
2429,435,541,2546
2430,435,588,1147
2431,435,1604,2871
2432,435,1815,2501
2433,435,2283,2753
2434,435,2307,3725
2435,436,1573,2873
2436,436,2316,485
2437,437,2547,2868
2438,438,1067,1812
2439,438,1494,3166
2440,438,2189,3156
2441,438,2576,896
2442,439,313,3034
2443,439,324,3289
2444,439,436,317
2445,439,446,1475
2446,439,696,2224
2447,439,921,3135
2448,439,1049,1296
2449,439,1109,1556
2450,439,1109,2270
2451,439,1109,3536
2452,439,1109,3537
2453,439,1257,3378
2454,439,1303,3021
2455,439,1398,2291
2456,439,1602,2775
2457,439,2147,731
2458,439,2157,2062
2459,439,2178,3376
2460,439,2261,264
2461,439,2262,1505
2462,439,2263,68
2463,439,2264,3354
2464,439,2265,1431
2465,439,2306,2520
2466,439,2353,2533
2467,439,2396,2718
2468,439,2398,2920
2469,439,2400,1556
2470,439,2400,3006
2471,439,2547,1825
2472,439,2554,1917
2473,440,611,108
2474,440,898,1226
2475,440,2361,359
2476,440,2418,1405
2477,440,2574,1835
2478,441,112,1748
2479,441,1148,1675
2480,441,2156,639
2481,441,2521,2394
2482,441,2547,1917
2483,442,446,686
2484,442,2034,243
2485,443,1323,3147
2486,443,1471,880
2487,444,118,1968
2488,444,532,1401
2489,444,760,1379
2490,444,760,1431
2491,444,779,3435
2492,444,1257,372
2493,444,1497,525
2494,444,1624,1095
2495,444,1752,3474
2496,444,1843,819
2497,444,2104,2966
2498,444,2262,1750
2499,444,2383,1306
2500,445,593,733
2501,445,760,632
2502,445,760,626
2503,446,446,3296
2504,446,907,2786
2505,446,978,847
2506,446,1778,185
2507,446,1948,2634
2508,446,2262,1556
2509,446,2472,2372
2510,446,2513,2458
2511,447,1403,3185
2512,447,1439,31
2513,447,1752,3117
2514,447,1793,153
2515,447,1889,2508
2516,447,2259,584
2517,448,21,2419
2518,448,343,1887
2519,448,760,837
2520,448,1198,1536
2521,448,2387,2528
2522,448,2555,1035
2523,449,519,1954
2524,449,1825,1645
2525,450,224,2146
2526,450,779,3534
2527,450,1915,3109
2528,450,1918,2793
2529,450,2572,139
2530,451,323,1131
2531,451,374,3450
2532,451,403,1146
2533,451,1014,3547
2534,452,256,864
2535,452,666,753
2536,453,323,1358
2537,453,381,1234
2538,453,417,2079
2539,453,514,3537
2540,453,538,2358
2541,453,564,270
