SXZY,Count3
1960.6,1
1963.09,2
4000,3
1954/6/8,4
1964年11月10日,5
19560605,6
19621210,7
19660928,8
   河南扶沟,9
   山东省招远市毕郭镇朱家庄村,10
  山东莱州市,11
 广东,12
 广东省汕头市,13
 河北晋州,14
 河北省武强县,15
 河南南阳,16
 湖北,17
 湖北省随洲市 ,18
 吉林省敦化市,19
 吉林省九台县,20
 山东莘县,21
 山东省聊城市,22
 山东省莘县,23
 山东省沂南县,24
 上海,25
 重庆巫山,26
.重庆市,27
》四川营山,28
1957.09.03,29
1963.04.11,30
changchun,31
chongqing,32
hbjz,33
hubei,34
I江苏省,35
l辽宁省大连市,36
ok,37
安国市,38
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽,39
安徽 安庆,40
安徽 蚌埠,41
安徽 桐城,42
安徽 肖县,43
安徽，枞阳,44
安徽，合肥,45
安徽，合肥,45
安徽，庐江,46
"安徽,无为",47
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆,48
安徽安庆市枞阳县,49
安徽蚌埠市,50
安徽亳州,51
安徽巢湖,52
安徽巢湖,52
安徽巢湖,52
安徽巢湖,52
安徽巢湖,52
安徽巢湖市,53
安徽池州,54
安徽滁州,55
安徽滁州市,56
安徽枞阳,57
安徽枞阳,57
安徽当涂,58
安徽砀山,59
安徽砀山,59
安徽砀山,59
安徽肥东,60
安徽肥西,61
安徽凤台,62
安徽阜阳,63
安徽阜阳,63
安徽阜阳,63
安徽固镇,64
安徽含山,65
安徽合肥,66
安徽合肥,66
安徽合肥,66
安徽合肥,66
安徽合肥,66
安徽合肥,66
安徽合肥,66
安徽和县,67
安徽怀宁,68
安徽怀远,69
安徽淮南,70
安徽淮南,70
安徽黄山,71
安徽黄山,71
安徽黄山,71
安徽霍邱,72
安徽霍邱,72
安徽霍山,73
安徽霍山,73
安徽嘉山,74
安徽金寨,75
安徽郎溪,76
安徽灵璧,77
安徽六安,78
安徽六安,78
安徽六安,78
安徽六安,78
安徽六安,78
安徽六安,78
安徽六安,78
安徽庐江,79
安徽庐江,79
安徽庐江,79
安徽庐江,79
安徽庐江,79
安徽潜山县,80
安徽青阳,81
安徽全椒,82
安徽全椒县,83
安徽歙县,84
安徽歙县,84
安徽省,85
安徽省,85
安徽省,85
安徽省,85
安徽省,85
安徽省,85
安徽省,85
安徽省 寿县,86
安徽省/铜陵市/铜陵县,87
安徽省/芜湖市/鸠江区,88
安徽省/芜湖市/弋江区,89
安徽省安庆,90
安徽省安庆市,91
安徽省安庆市,91
安徽省安庆市,91
安徽省安庆市,91
安徽省安庆市,91
安徽省安庆市,91
安徽省安庆市潜山县,92
安徽省安庆市宿松县,93
安徽省安庆市望江县,94
安徽省蚌埠市,95
安徽省亳州,96
安徽省亳州市,97
安徽省巢湖市,98
安徽省巢湖市,98
安徽省巢湖市,98
安徽省池州市,99
安徽省池州市,99
安徽省池州市贵池区,100
安徽省枞阳,101
安徽省枞阳县,102
安徽省砀山县,103
安徽省东至县,104
安徽省东至县,104
安徽省肥东县,105
安徽省凤阳县,106
安徽省合肥市,107
安徽省合肥市巢湖市,108
安徽省和县,109
安徽省怀宁县江镇镇赵山村,110
安徽省淮北市,111
安徽省淮南市,112
安徽省淮南市,112
安徽省黄山市,113
安徽省霍山县,114
安徽省绩溪县,115
安徽省灵璧县,116
安徽省六安市,117
安徽省六安市,117
安徽省六安市霍邱县,118
安徽省庐江县,119
安徽省舒城县,120
安徽省宿州市,121
安徽省宿州市,121
安徽省宿州市,121
安徽省宿州市灵璧县,122
安徽省太和县,123
安徽省太湖县,124
安徽省太湖县,124
安徽省太湖县,124
安徽省天长市,125
安徽省桐城市,126
安徽省桐城市,126
安徽省桐城市,126
安徽省望江县,127
安徽省无为县,128
安徽省无为县,128
安徽省无为县,128
安徽省芜湖市,129
安徽省芜湖市,129
安徽省芜湖市,129
安徽省芜湖市,129
安徽省芜湖县,130
安徽省五河县,131
安徽省五河县,131
安徽省萧县,132
安徽省宣城市,133
安徽省宣城市,133
安徽省黟县,134
安徽省长丰县,135
安徽寿县,136
安徽舒城,137
安徽舒城,137
安徽舒城,137
安徽宿松,138
安徽宿州,139
安徽宿州,139
安徽太湖,140
安徽天长,141
安徽天长,141
安徽天长市,142
安徽桐城,143
安徽桐城,143
安徽桐城,143
安徽桐城市,144
安徽铜陵,145
安徽望江,146
安徽无为,147
安徽芜湖,148
安徽芜湖,148
安徽芜湖,148
安徽芜湖,148
安徽芜湖,148
安徽芜湖,148
安徽萧县,149
安徽萧县,149
安徽萧县,149
安徽宣城,150
安徽宣城,150
安徽颍上,151
安徽颖上,152
安徽岳西县,153
安庆怀宁,154
安庆市,155
安阳,156
安阳林州市,157
白城,158
柏乡县城关镇北阳村,159
包头市,160
包头市土右旗,161
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定,162
保定定州,163
保定满城,164
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市,165
保定市高阳县,166
保定市莲池区,167
保定市容城县,168
保定市顺平县,169
保定市雄县,170
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京,171
北京大兴,172
北京房山,173
北京良乡,174
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市,175
北京市/北京市/昌平区,176
北京市/北京市/朝阳区,177
北京市/北京市/海淀区,178
北京市/北京市/海淀区,178
北京市/北京市/海淀区,178
北京市/北京市/海淀区,178
北京市/北京市/海淀区,178
北京市/北京市/海淀区,178
北京市朝阳区,179
北京市东城区北新桥,180
北京市海淀区,181
北京市平谷区,182
北京市顺义区,183
北京市西城区,184
北京学院路中国矿业大学,185
本溪,186
本溪,186
本溪,186
沧县,187
沧县杜林,188
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州,189
沧州渤海新区,190
沧州黄骅,191
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
沧州市,192
"沧州市,泊头",193
沧州市沧县,194
沧州市东光县,195
沧州市任丘市,196
沧州盐山,197
曹县,198
昌黎,199
長春市,200
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都,201
成都市,202
成都市,202
成都市,202
成都市,202
成都市,202
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德,203
承德丰宁满族自治县,204
承德隆化,205
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市,206
承德市双桥区,207
承德市双桥区,207
承德围场,208
承德县,209
承德县刘杖子乡,210
承德县满杖子乡,211
承德县三沟镇,212
承德县石灰窑乡,213
赤峰市,214
崇礼县西湾子,215
崇礼县西湾子镇,216
崇礼县西湾子镇,216
崇礼县西湾子镇,216
大连,217
大连,217
大连,217
大连,217
大连,217
大连,217
大连,217
大连,217
大连市,218
大连市,218
大连市,218
大同,219
丹东市,220
单县,221
邓州市,222
邓州市,222
定州,223
东莞,224
东光,225
东光县,226
扶余市,227
福安市,228
福鼎,229
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
福建,230
